timestamp,src_ip,dst_ip,protocol,packet_size,src_port,dst_port,threat
2026-05-17 12:35:45.218383,142.250.183.195,192.168.1.7,UDP,86,443,56442,Normal
2026-05-17 12:35:45.219725,142.250.183.195,192.168.1.7,UDP,1296,443,56442,Suspicious
2026-05-17 12:35:45.222013,142.250.183.195,192.168.1.7,UDP,1296,443,56442,Suspicious
2026-05-17 12:35:45.223185,142.250.183.195,192.168.1.7,UDP,330,443,56442,Normal
2026-05-17 12:35:45.224153,142.250.183.195,192.168.1.7,UDP,990,443,56442,Normal
2026-05-17 12:35:45.225824,142.250.183.195,192.168.1.7,UDP,71,443,56442,Normal
2026-05-17 12:35:45.227354,142.250.183.195,192.168.1.7,UDP,68,443,56442,Normal
2026-05-17 12:35:45.228182,192.168.1.7,142.250.183.195,UDP,120,56442,443,Suspicious
2026-05-17 12:35:45.228886,192.168.1.7,142.250.183.195,UDP,73,56442,443,Suspicious
2026-05-17 12:35:45.257054,192.168.1.7,142.250.183.195,UDP,74,56442,443,Suspicious
2026-05-17 12:35:45.293574,142.250.183.195,192.168.1.7,UDP,578,443,56442,Normal
2026-05-17 12:35:45.295174,142.250.183.195,192.168.1.7,UDP,69,443,56442,Normal
2026-05-17 12:35:45.296227,192.168.1.7,142.250.183.195,UDP,77,56442,443,Suspicious
2026-05-17 12:35:45.305735,142.250.183.195,192.168.1.7,UDP,166,443,56442,Normal
2026-05-17 12:35:45.337084,192.168.1.7,142.250.183.195,UDP,74,56442,443,Suspicious
2026-05-17 12:35:45.373893,142.250.183.195,192.168.1.7,UDP,69,443,56442,Normal
2026-05-17 12:35:45.378543,52.168.117.170,192.168.1.7,TCP,54,443,49345,Normal
2026-05-17 12:35:45.379233,192.168.1.7,52.168.117.170,TCP,54,49345,443,Suspicious
2026-05-17 12:35:45.401752,52.168.117.170,192.168.1.7,TCP,519,443,65143,Normal
2026-05-17 12:35:45.402671,192.168.1.7,52.168.117.170,TCP,54,65143,443,Suspicious
2026-05-17 12:35:45.403727,192.168.1.7,52.168.117.170,TCP,78,65143,443,Suspicious
2026-05-17 12:35:45.404895,192.168.1.7,52.168.117.170,TCP,54,65143,443,Suspicious
2026-05-17 12:35:45.608393,142.250.193.106,192.168.1.7,UDP,120,443,64657,Normal
2026-05-17 12:35:45.640494,192.168.1.7,142.250.193.106,UDP,75,64657,443,Suspicious
2026-05-17 12:35:45.719662,192.168.1.7,52.168.117.170,TCP,54,61485,443,Suspicious
2026-05-17 12:35:45.772071,52.168.117.170,192.168.1.7,TCP,54,443,65143,Normal
2026-05-17 12:35:45.792760,52.168.117.170,192.168.1.7,TCP,54,443,65143,Normal
2026-05-17 12:35:45.820548,192.168.1.7,142.250.193.106,UDP,71,64657,443,Suspicious
2026-05-17 12:35:45.910858,142.250.193.106,192.168.1.7,UDP,67,443,64657,Normal
2026-05-17 12:35:46.119917,192.168.1.7,142.250.193.106,UDP,71,64657,443,Suspicious
2026-05-17 12:35:46.210145,142.250.193.106,192.168.1.7,UDP,67,443,64657,Normal
2026-05-17 12:35:46.420681,192.168.1.7,142.250.193.106,UDP,71,64657,443,Suspicious
2026-05-17 12:35:46.470840,192.168.1.7,52.168.117.170,TCP,66,56649,443,Suspicious
2026-05-17 12:35:46.511591,142.250.193.106,192.168.1.7,UDP,67,443,64657,Normal
2026-05-17 12:35:46.722765,192.168.1.7,142.250.193.106,UDP,71,64657,443,Suspicious
2026-05-17 12:35:46.723863,192.168.1.7,52.168.117.170,TCP,66,54605,443,Suspicious
2026-05-17 12:35:46.813741,142.250.193.106,192.168.1.7,UDP,67,443,64657,Normal
2026-05-17 12:35:46.896237,192.168.1.7,52.168.117.170,TCP,54,61485,443,Suspicious
2026-05-17 12:35:47.023542,192.168.1.7,142.250.193.106,UDP,71,64657,443,Suspicious
2026-05-17 12:35:47.078393,52.168.117.170,192.168.1.7,TCP,66,443,54605,Normal
2026-05-17 12:35:47.079694,192.168.1.7,52.168.117.170,TCP,54,54605,443,Suspicious
2026-05-17 12:35:47.081048,192.168.1.7,52.168.117.170,TCP,1454,54605,443,Suspicious
2026-05-17 12:35:47.082249,192.168.1.7,52.168.117.170,TCP,523,54605,443,Suspicious
2026-05-17 12:35:47.115023,142.250.193.106,192.168.1.7,UDP,67,443,64657,Normal
2026-05-17 12:35:47.201771,52.168.117.170,192.168.1.7,TCP,54,443,61485,Normal
2026-05-17 12:35:47.326912,192.168.1.7,142.250.193.106,UDP,71,64657,443,Suspicious
2026-05-17 12:35:47.417704,142.250.193.106,192.168.1.7,UDP,67,443,64657,Normal
2026-05-17 12:35:47.441821,52.168.117.170,192.168.1.7,TCP,153,443,54605,Normal
2026-05-17 12:35:47.443069,192.168.1.7,52.168.117.170,TCP,769,54605,443,Suspicious
2026-05-17 12:35:47.485403,192.168.1.7,52.168.117.170,TCP,66,56649,443,Suspicious
2026-05-17 12:35:47.675113,172.64.148.235,192.168.1.7,TCP,78,443,65230,Normal
2026-05-17 12:35:47.676258,192.168.1.7,172.64.148.235,TCP,82,65230,443,Suspicious
2026-05-17 12:35:47.699520,172.64.148.235,192.168.1.7,TCP,54,443,65230,Normal
2026-05-17 12:35:47.772818,52.168.117.170,192.168.1.7,TCP,66,443,56649,Normal
2026-05-17 12:35:47.773537,192.168.1.7,52.168.117.170,TCP,54,56649,443,Suspicious
2026-05-17 12:35:47.774383,192.168.1.7,52.168.117.170,TCP,1454,56649,443,Suspicious
2026-05-17 12:35:47.775170,192.168.1.7,52.168.117.170,TCP,396,56649,443,Suspicious
2026-05-17 12:35:47.801583,192.168.1.7,23.48.244.32,UDP,71,50111,443,Suspicious
2026-05-17 12:35:47.803400,52.168.117.170,192.168.1.7,TCP,1454,443,54605,Suspicious
2026-05-17 12:35:47.804533,52.168.117.170,192.168.1.7,TCP,1454,443,54605,Suspicious
2026-05-17 12:35:47.805432,52.168.117.170,192.168.1.7,TCP,1454,443,54605,Suspicious
2026-05-17 12:57:11.399943,192.168.1.7,142.250.183.234,UDP,71,54539,443,Normal
2026-05-17 12:57:11.463309,140.82.112.22,192.168.1.7,TCP,66,443,51451,Normal
2026-05-17 12:57:11.485295,192.168.1.7,140.82.112.22,TCP,54,51451,443,Normal
2026-05-17 12:57:11.503943,192.168.1.7,140.82.112.22,TCP,571,51451,443,Suspicious
2026-05-17 12:57:11.525523,140.82.112.22,192.168.1.7,TCP,133,443,51450,Suspicious
2026-05-17 12:57:11.542976,140.82.112.22,192.168.1.7,TCP,133,443,51450,Suspicious
2026-05-17 12:57:11.569498,140.82.112.22,192.168.1.7,TCP,54,443,51450,Normal
2026-05-17 12:57:11.589032,192.168.1.7,140.82.112.22,TCP,54,51450,443,Normal
2026-05-17 12:57:11.611047,140.82.112.22,192.168.1.7,TCP,54,443,51450,Normal
2026-05-17 12:57:11.638329,140.82.112.22,192.168.1.7,TCP,54,443,51450,Normal
2026-05-17 12:57:11.661839,140.82.112.22,192.168.1.7,TCP,54,443,51450,Normal
2026-05-17 12:57:11.690296,142.250.183.234,192.168.1.7,UDP,71,443,54539,Normal
2026-05-17 12:57:11.711151,140.82.112.22,192.168.1.7,TCP,1454,443,51451,Suspicious
2026-05-17 12:57:11.738150,140.82.112.22,192.168.1.7,TCP,1454,443,51451,Suspicious
2026-05-17 12:57:11.758101,140.82.112.22,192.168.1.7,TCP,1350,443,51451,Suspicious
2026-05-17 12:57:11.778102,192.168.1.7,140.82.112.22,TCP,54,51451,443,Normal
2026-05-17 12:57:11.806601,140.82.112.22,192.168.1.7,TCP,1454,443,51451,Suspicious
2026-05-17 12:57:11.831416,140.82.112.22,192.168.1.7,TCP,517,443,51451,Suspicious
2026-05-17 12:57:11.855382,192.168.1.7,140.82.112.22,TCP,54,51451,443,Normal
2026-05-17 12:57:11.877968,192.168.1.7,140.82.112.22,TCP,1454,51451,443,Suspicious
2026-05-17 12:57:11.903554,192.168.1.7,140.82.112.22,TCP,1454,51451,443,Suspicious
2026-05-17 12:57:11.932283,192.168.1.7,140.82.112.22,TCP,1454,51451,443,Suspicious
2026-05-17 12:57:11.959376,192.168.1.7,140.82.112.22,TCP,1454,51451,443,Suspicious
2026-05-17 12:57:11.984418,192.168.1.7,140.82.112.22,TCP,1454,51451,443,Suspicious
2026-05-17 12:57:12.014007,192.168.1.7,140.82.112.22,TCP,1454,51451,443,Suspicious
2026-05-17 12:57:12.038734,192.168.1.7,140.82.112.22,TCP,1454,51451,443,Suspicious
2026-05-17 12:57:12.066988,192.168.1.7,140.82.112.22,TCP,1454,51451,443,Suspicious
2026-05-17 12:57:12.101413,192.168.1.7,140.82.112.22,TCP,1454,51451,443,Suspicious
2026-05-17 12:57:12.128404,192.168.1.7,140.82.112.22,TCP,1175,51451,443,Suspicious
2026-05-17 12:57:12.160509,140.82.112.22,192.168.1.7,TCP,643,443,51450,Suspicious
2026-05-17 12:57:12.184501,140.82.112.22,192.168.1.7,TCP,78,443,51450,Normal
2026-05-17 12:57:12.212815,140.82.112.22,192.168.1.7,TCP,54,443,51450,Normal
2026-05-17 12:57:12.240010,192.168.1.7,140.82.112.22,TCP,54,51450,443,Normal
2026-05-17 12:57:12.267302,192.168.1.7,140.82.112.22,TCP,78,51450,443,Normal
2026-05-17 12:57:12.292900,192.168.1.7,140.82.112.22,TCP,54,51450,443,Normal
2026-05-17 12:57:12.318520,140.82.112.22,192.168.1.7,TCP,133,443,51451,Suspicious
2026-05-17 12:57:12.360349,140.82.112.22,192.168.1.7,TCP,133,443,51451,Suspicious
2026-05-17 12:57:12.385376,192.168.1.7,140.82.112.22,TCP,54,51451,443,Normal
2026-05-17 12:57:12.416289,140.82.112.22,192.168.1.7,TCP,54,443,51451,Normal
2026-05-17 12:57:12.439997,140.82.112.22,192.168.1.7,TCP,54,443,51451,Normal
2026-05-17 12:57:12.470241,140.82.112.22,192.168.1.7,TCP,54,443,51451,Normal
2026-05-17 12:57:12.575606,140.82.112.22,192.168.1.7,TCP,54,443,51451,Normal
2026-05-17 12:57:12.616440,140.82.112.22,192.168.1.7,TCP,54,443,51450,Normal
2026-05-17 12:57:12.645499,192.168.1.3,192.168.1.7,TCP,78,8009,49943,Normal
2026-05-17 12:57:12.673060,192.168.1.3,192.168.1.7,TCP,54,8009,49943,Normal
2026-05-17 12:57:12.700572,192.168.1.7,192.168.1.3,TCP,54,49943,8009,Normal
2026-05-17 12:57:12.732969,192.168.1.7,192.168.1.3,TCP,54,49943,8009,Normal
2026-05-17 12:57:12.768185,192.168.1.7,192.168.1.3,TCP,66,51767,8009,Normal
2026-05-17 12:57:12.794797,192.168.1.3,192.168.1.7,TCP,54,8009,49943,Normal
2026-05-17 12:57:12.823191,192.168.1.3,192.168.1.7,TCP,66,8009,51767,Normal
2026-05-17 12:57:12.844026,192.168.1.7,192.168.1.3,TCP,54,51767,8009,Normal
2026-05-17 12:57:12.871972,192.168.1.7,192.168.1.3,TCP,1514,51767,8009,Suspicious
2026-05-17 12:57:12.901815,192.168.1.7,192.168.1.3,TCP,332,51767,8009,Suspicious
2026-05-17 12:57:12.931602,192.168.1.3,192.168.1.7,TCP,54,8009,51767,Normal
2026-05-17 12:57:12.984224,192.168.1.3,192.168.1.7,TCP,1262,8009,51767,Suspicious
2026-05-17 12:57:13.024635,192.168.1.7,192.168.1.3,TCP,118,51767,8009,Suspicious
2026-05-17 12:57:13.058769,192.168.1.7,192.168.1.3,TCP,172,51767,8009,Suspicious
2026-05-17 12:57:13.092440,192.168.1.3,192.168.1.7,TCP,54,8009,51767,Normal
2026-05-17 12:57:13.119586,192.168.1.3,192.168.1.7,TCP,1514,8009,51767,Suspicious
2026-05-17 12:57:13.152323,192.168.1.3,192.168.1.7,TCP,1514,8009,51767,Suspicious
2026-05-17 12:57:13.185985,192.168.1.3,192.168.1.7,TCP,4434,8009,51767,Suspicious
2026-05-17 12:57:13.214948,192.168.1.3,192.168.1.7,TCP,155,8009,51767,Suspicious
2026-05-17 12:57:13.244388,192.168.1.7,192.168.1.3,TCP,54,51767,8009,Normal
2026-05-17 12:57:13.273318,140.82.112.22,192.168.1.7,TCP,642,443,51451,Suspicious
2026-05-17 12:57:13.300827,140.82.112.22,192.168.1.7,TCP,78,443,51451,Normal
2026-05-17 12:57:13.352426,192.168.1.7,140.82.112.22,TCP,54,51451,443,Normal
2026-05-17 12:57:13.403439,192.168.1.7,140.82.112.22,TCP,78,51451,443,Normal
2026-05-17 12:57:13.458270,192.168.1.7,192.168.1.3,TCP,503,51767,8009,Suspicious
2026-05-17 12:57:13.508843,192.168.1.7,192.168.1.3,TCP,188,51767,8009,Suspicious
2026-05-17 12:57:13.565143,192.168.1.7,140.82.112.22,TCP,54,51451,443,Normal
2026-05-17 12:57:13.611955,192.168.1.3,192.168.1.7,TCP,54,8009,51767,Normal
2026-05-17 12:57:13.657314,192.168.1.3,192.168.1.7,TCP,1115,8009,51767,Suspicious
2026-05-17 12:57:13.691681,192.168.1.7,192.168.1.3,TCP,54,51767,8009,Normal
2026-05-17 12:57:13.724865,192.168.1.7,142.250.183.234,UDP,71,54539,443,Normal
2026-05-17 12:57:13.761083,142.250.183.234,192.168.1.7,UDP,71,443,54539,Normal
2026-05-17 12:57:13.796163,140.82.112.22,192.168.1.7,TCP,54,443,51451,Normal
2026-05-17 12:57:13.829259,192.168.1.3,239.255.255.250,UDP,288,39726,1900,Suspicious
2026-05-17 12:57:13.864720,192.168.1.3,239.255.255.250,UDP,277,39726,1900,Suspicious
2026-05-17 12:57:13.894105,192.168.1.3,239.255.255.250,UDP,344,39726,1900,Suspicious
2026-05-17 12:57:13.919245,192.168.1.3,239.255.255.250,UDP,342,39726,1900,Suspicious
2026-05-17 12:57:13.950894,192.168.1.3,239.255.255.250,UDP,354,39726,1900,Suspicious
2026-05-17 12:57:13.991382,192.168.1.3,239.255.255.250,UDP,352,39726,1900,Suspicious
2026-05-17 12:57:14.031548,192.168.1.3,239.255.255.250,UDP,288,39726,1900,Suspicious
2026-05-17 12:57:14.064816,192.168.1.7,192.168.1.255,UDP,92,137,137,Suspicious
2026-05-17 12:57:14.101827,192.168.1.3,239.255.255.250,UDP,277,39726,1900,Suspicious
2026-05-17 12:57:14.138489,192.168.1.3,239.255.255.250,UDP,344,39726,1900,Suspicious
2026-05-17 12:57:14.174165,192.168.1.3,239.255.255.250,UDP,342,39726,1900,Suspicious
2026-05-17 12:57:14.204885,192.168.1.3,239.255.255.250,UDP,354,39726,1900,Suspicious
2026-05-17 12:57:14.231075,192.168.1.3,239.255.255.250,UDP,352,39726,1900,Suspicious
2026-05-17 12:57:14.258194,192.168.1.7,192.168.1.255,UDP,92,137,137,Suspicious
2026-05-17 12:57:14.284573,192.168.1.7,91.108.56.172,TCP,223,55412,443,Suspicious
2026-05-17 12:57:14.317679,192.168.1.7,172.217.26.42,TCP,54,51105,443,Normal
2026-05-17 12:57:14.383289,192.168.1.7,172.217.27.234,TCP,54,55954,443,Normal
2026-05-17 12:57:14.439467,192.168.1.7,150.171.27.11,TCP,66,56287,443,Normal
2026-05-17 12:57:14.500070,150.171.27.11,192.168.1.7,TCP,66,443,56287,Normal
2026-05-17 12:57:14.554927,192.168.1.7,150.171.27.11,TCP,54,56287,443,Normal
2026-05-17 12:57:14.603313,192.168.1.7,150.171.27.11,TCP,1454,56287,443,Suspicious
2026-05-17 12:57:14.646540,192.168.1.7,150.171.27.11,TCP,478,56287,443,Suspicious
2026-05-17 12:57:14.685492,91.108.56.172,192.168.1.7,TCP,143,443,55412,Suspicious
2026-05-17 12:57:14.725936,172.217.26.42,192.168.1.7,TCP,58,443,51105,Normal
2026-05-17 12:57:14.761431,192.168.1.7,172.217.26.42,TCP,54,51105,443,Normal
2026-05-17 12:57:14.797740,172.217.27.234,192.168.1.7,TCP,54,443,55954,Normal
2026-05-17 12:57:14.835784,192.168.1.7,172.217.27.234,TCP,54,55954,443,Normal
2026-05-17 12:57:14.872599,150.171.27.11,192.168.1.7,TCP,54,443,56287,Normal
2026-05-17 12:57:14.904385,150.171.27.11,192.168.1.7,TCP,1454,443,56287,Suspicious
2026-05-17 12:57:14.933430,150.171.27.11,192.168.1.7,TCP,1454,443,56287,Suspicious
2026-05-17 12:57:14.959012,150.171.27.11,192.168.1.7,TCP,2854,443,56287,Suspicious
2026-05-17 12:57:14.987809,150.171.27.11,192.168.1.7,TCP,317,443,56287,Suspicious
2026-05-17 12:57:15.012489,192.168.1.7,150.171.27.11,TCP,54,56287,443,Normal
2026-05-17 12:57:15.034459,192.168.1.7,150.171.27.11,TCP,212,56287,443,Suspicious
2026-05-17 12:57:15.065155,192.168.1.7,150.171.27.11,TCP,153,56287,443,Suspicious
2026-05-17 12:57:15.091444,192.168.1.7,150.171.27.11,TCP,593,56287,443,Suspicious
2026-05-17 12:57:15.122388,192.168.1.7,150.171.27.11,TCP,1141,56287,443,Suspicious
2026-05-17 12:57:15.145650,192.168.1.7,91.108.56.172,TCP,54,55412,443,Normal
2026-05-17 12:57:15.173353,150.171.27.11,192.168.1.7,TCP,54,443,56287,Normal
2026-05-17 12:57:15.202701,150.171.27.11,192.168.1.7,TCP,54,443,56287,Normal
2026-05-17 12:57:15.232896,150.171.27.11,192.168.1.7,TCP,396,443,56287,Suspicious
2026-05-17 12:57:15.261614,150.171.27.11,192.168.1.7,TCP,123,443,56287,Suspicious
2026-05-17 12:57:15.290377,192.168.1.7,150.171.27.11,TCP,54,56287,443,Normal
2026-05-17 12:57:15.318463,192.168.1.7,150.171.27.11,TCP,92,56287,443,Suspicious
2026-05-17 12:57:15.344887,150.171.27.11,192.168.1.7,TCP,92,443,56287,Suspicious
2026-05-17 12:57:15.371584,150.171.27.11,192.168.1.7,TCP,54,443,56287,Normal
2026-05-17 12:57:15.394181,192.168.1.7,142.250.183.234,UDP,71,54539,443,Normal
2026-05-17 12:57:15.423925,192.168.1.7,150.171.27.11,TCP,54,56287,443,Normal
2026-05-17 12:57:15.453761,192.168.1.7,4.213.25.240,TCP,97,49166,443,Suspicious
2026-05-17 12:57:15.479261,150.171.27.11,192.168.1.7,TCP,1389,443,56287,Suspicious
2026-05-17 12:57:15.505313,150.171.27.11,192.168.1.7,TCP,1454,443,56287,Suspicious
2026-05-17 12:57:15.529400,150.171.27.11,192.168.1.7,TCP,808,443,56287,Suspicious
2026-05-17 12:57:15.557839,150.171.27.11,192.168.1.7,TCP,92,443,56287,Suspicious
2026-05-17 12:57:15.591192,192.168.1.7,150.171.27.11,TCP,54,56287,443,Normal
2026-05-17 12:57:15.617434,4.213.25.240,192.168.1.7,TCP,232,443,49166,Suspicious
2026-05-17 12:57:15.642927,142.250.183.234,192.168.1.7,UDP,71,443,54539,Normal
2026-05-17 12:57:15.668306,192.168.1.7,4.213.25.240,TCP,54,49166,443,Normal
2026-05-17 12:57:15.709166,192.168.1.7,23.48.244.57,UDP,1292,50566,443,Suspicious
2026-05-17 12:57:15.733911,192.168.1.7,23.48.244.57,UDP,1292,50566,443,Suspicious
2026-05-17 12:57:15.759062,23.48.244.57,192.168.1.7,UDP,86,443,50566,Suspicious
2026-05-17 12:57:15.779736,23.48.244.57,192.168.1.7,UDP,1296,443,50566,Suspicious
2026-05-17 12:57:15.801309,23.48.244.57,192.168.1.7,UDP,1296,443,50566,Suspicious
2026-05-17 12:57:15.827716,23.48.244.57,192.168.1.7,UDP,308,443,50566,Suspicious
2026-05-17 12:57:15.858832,192.168.1.7,23.48.244.57,UDP,1292,50566,443,Suspicious
2026-05-17 12:57:15.892717,192.168.1.7,23.48.244.57,TCP,66,56681,443,Normal
2026-05-17 12:57:15.919695,192.168.1.7,23.48.244.57,UDP,1292,50566,443,Suspicious
2026-05-17 12:57:15.945575,192.168.1.7,23.48.244.57,UDP,1292,50566,443,Suspicious
2026-05-17 12:57:15.971118,192.168.1.7,23.48.244.57,UDP,1292,50566,443,Suspicious
2026-05-17 12:57:15.994552,192.168.1.7,23.48.244.57,UDP,808,50566,443,Suspicious
2026-05-17 12:57:16.015814,23.48.244.57,192.168.1.7,UDP,349,443,50566,Suspicious
2026-05-17 12:57:16.038990,23.48.244.57,192.168.1.7,UDP,107,443,50566,Suspicious
2026-05-17 12:57:16.067296,23.48.244.57,192.168.1.7,UDP,67,443,50566,Normal
2026-05-17 12:57:16.088020,23.48.244.57,192.168.1.7,UDP,116,443,50566,Suspicious
2026-05-17 12:57:16.111210,23.48.244.57,192.168.1.7,TCP,70,443,56681,Normal
2026-05-17 12:57:16.133828,192.168.1.7,23.48.244.57,TCP,54,56681,443,Normal
2026-05-17 12:57:16.156083,192.168.1.7,23.48.244.57,UDP,74,50566,443,Normal
2026-05-17 12:57:16.181575,192.168.1.7,23.48.244.57,UDP,73,50566,443,Normal
2026-05-17 12:57:16.212889,23.48.244.57,192.168.1.7,UDP,69,443,50566,Normal
2026-05-17 12:57:16.242715,23.48.244.57,192.168.1.7,UDP,69,443,50566,Normal
2026-05-17 12:57:16.271308,192.168.1.7,23.48.244.57,TCP,1438,56681,443,Suspicious
2026-05-17 12:57:16.294300,192.168.1.7,23.48.244.57,TCP,488,56681,443,Suspicious
2026-05-17 12:57:16.322164,23.48.244.57,192.168.1.7,TCP,58,443,56681,Normal
2026-05-17 12:57:16.352851,23.48.244.57,192.168.1.7,TCP,2858,443,56681,Suspicious
2026-05-17 12:57:16.384007,23.48.244.57,192.168.1.7,TCP,1354,443,56681,Suspicious
2026-05-17 12:57:16.413046,23.48.244.57,192.168.1.7,TCP,1310,443,56681,Suspicious
2026-05-17 12:57:16.438818,192.168.1.7,23.48.244.57,TCP,54,56681,443,Normal
2026-05-17 12:57:16.467597,23.48.244.57,192.168.1.7,UDP,70,443,50566,Normal
2026-05-17 12:57:16.499862,192.168.1.7,23.48.244.57,TCP,134,56681,443,Suspicious
2026-05-17 12:57:16.529509,23.48.244.57,192.168.1.7,TCP,58,443,56681,Normal
2026-05-17 12:57:16.557543,23.48.244.57,192.168.1.7,TCP,361,443,56681,Suspicious
2026-05-17 12:57:16.590172,23.48.244.57,192.168.1.7,TCP,361,443,56681,Suspicious
2026-05-17 12:57:16.617168,192.168.1.7,23.48.244.57,TCP,54,56681,443,Normal
2026-05-17 12:57:16.653017,192.168.1.7,192.168.1.255,UDP,92,137,137,Suspicious
2026-05-17 12:57:16.685485,23.48.244.57,192.168.1.7,UDP,1292,443,50566,Suspicious
2026-05-17 12:57:16.716649,23.48.244.57,192.168.1.7,UDP,997,443,50566,Suspicious
2026-05-17 12:57:16.744583,23.48.244.57,192.168.1.7,UDP,73,443,50566,Normal
2026-05-17 12:57:16.772546,23.48.244.57,192.168.1.7,UDP,67,443,50566,Normal
2026-05-17 12:57:16.795038,192.168.1.7,23.48.244.57,UDP,77,50566,443,Normal
2026-05-17 12:57:16.821578,192.168.1.7,23.48.244.57,UDP,73,50566,443,Normal
2026-05-17 12:57:16.843268,23.48.244.57,192.168.1.7,UDP,70,443,50566,Normal
2026-05-17 12:57:16.873425,192.168.1.3,239.255.255.250,UDP,288,42149,1900,Suspicious
2026-05-17 12:57:16.899385,192.168.1.3,239.255.255.250,UDP,277,42149,1900,Suspicious
2026-05-17 12:57:16.924230,192.168.1.3,239.255.255.250,UDP,344,42149,1900,Suspicious
2026-05-17 12:57:16.955274,192.168.1.7,192.168.1.3,TCP,164,51490,8009,Suspicious
2026-05-17 12:57:16.987390,192.168.1.3,192.168.1.7,TCP,164,8009,51490,Suspicious
2026-05-17 12:57:17.014536,192.168.1.3,239.255.255.250,UDP,342,42149,1900,Suspicious
2026-05-17 12:57:17.040662,192.168.1.7,192.168.1.3,TCP,54,51490,8009,Normal
2026-05-17 12:57:17.066183,192.168.1.3,239.255.255.250,UDP,354,42149,1900,Suspicious
2026-05-17 12:57:17.089865,192.168.1.3,239.255.255.250,UDP,352,42149,1900,Suspicious
2026-05-17 12:57:17.116315,192.168.1.7,23.46.187.11,TCP,55,52715,443,Normal
2026-05-17 12:57:17.140001,23.46.187.11,192.168.1.7,TCP,70,443,52715,Normal
